,epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
64,EPIC 201257461,2MASS J11523866-0305416,EPIC 201257461.01,,178.161102,0.0,11h52m38.66s,-3.094936,0.0,-03d05m41.8s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,1,,,,,,,,,4859.0,,,0.0,,,,,,,,,,0.74,,,0.0,,,,,11.511,,0,12.882,0.302,0.0,11.668,0.138,0.0,,,,12.254000000000001,0.04,0.0,11.491,0.01,0.0,11.193,0.02,0.0,,,,9.994,0.023,0.0,9.479,0.024,0.0,9.368,0.023,0.0,,,,,,,,,,,,,1.214,0.332,0.0,0.515,0.033,0.0,0.111,0.033,0.0,0.626,0.033,0.0,,,50.285869,,,0,2456828.355,,,0.0,0.184,,,0.0,0.5258333000000001,,,0.0,,,,,0.95,,,0.0,,,,,0.05345,,,0.0,0.31,,,0.0,3.47,,,0.0,,,,,1.0
65,EPIC 201264302,2MASS J11182349-0259301,EPIC 201264302.01,,169.598007,0.0,11h18m23.52s,-2.991577,0.0,-02d59m29.7s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,3468.0,,,0.0,,,,,,,,,,0.37,,,0.0,,,,,13.879000000000001,,0,16.351,0.02,0.0,14.898,0.03,0.0,,,,15.597999999999999,0.03,0.0,14.384,0.04,0.0,13.142999999999999,0.01,0.0,,,,11.147,0.022000000000000002,0.0,10.59,0.022000000000000002,0.0,10.357000000000001,0.021,0.0,,,,,,,,,,,,,1.453,0.036000000000000004,0.0,0.557,0.031,0.0,0.233,0.03,0.0,0.79,0.03,0.0,,,0.21219899,,,0,2456810.278,,,0.0,0.0662,,,0.0,0.0216667,,,0.0,,,,,0.35,,,0.0,,,,,0.024880000000000003,,,0.0,0.094,,,0.0,1.05,,,0.0,,,,,1.0
66,EPIC 201270176,2MASS J11203183-0254093,EPIC 201270176.01,,170.132599,0.0,11h20m31.82s,-2.9025819999999998,0.0,-02d54m09.3s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,4811.0,,,0.0,,,,,,,,,,0.73,,,0.0,,,,,12.452,,0,13.318,0.04,0.0,12.751,0.12,0.0,,,,12.904000000000002,0.1,0.0,12.517999999999999,0.24,0.0,12.258,0.15,0.0,,,,10.898,0.022000000000000002,0.0,10.482000000000001,0.022000000000000002,0.0,10.401,0.023,0.0,10.311,0.024,0.0,10.335999999999999,0.021,0.0,10.275,0.07400000000000001,0.0,8.867,,-1.0,0.5670000000000001,0.126,0.0,0.41600000000000004,0.031,0.0,0.081,0.032,0.0,0.49700000000000005,0.032,0.0,,,1.5778643,,,0,2456810.434,,,0.0,0.891,,,0.0,0.1258333,,,0.0,,,,,0.92,,,0.0,,,,,0.115,,,0.0,0.674,,,0.0,7.55,,,0.0,,,,,1.0
67,EPIC 201295312,2MASS J11360278-0231150,EPIC 201295312.01,K2-44 b,174.011627,0.0,11h36m02.79s,-2.520881,0.0,-02d31m15.2s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,5840.0,,,0.0,,,,,,,,,,1.03,,,0.0,,,,,12.126,,0,12.782,0.04,0.0,12.189,0.12,0.0,,,,12.401,0.03,0.0,12.079,0.09,0.0,12.008,0.21,0.0,,,,11.017999999999999,0.026000000000000002,0.0,10.696,0.021,0.0,10.693,0.024,0.0,10.635,0.024,0.0,10.685,0.022000000000000002,0.0,10.748,0.11599999999999999,0.0,8.453,,-1.0,0.593,0.126,0.0,0.322,0.033,0.0,0.003,0.032,0.0,0.325,0.035,0.0,,,5.656256,,,0,2456811.72,,,0.0,0.0342,,,0.0,0.17833329999999997,,,0.0,,,,,0.43,,,0.0,,,,,0.01714,,,0.0,0.18600000000000003,,,0.0,2.08,,,0.0,,,,,1.0
68,EPIC 201324549,2MASS J11245661-0205066,EPIC 201324549.01,,171.235916,0.0,11h24m56.62s,-2.085164,0.0,-02d05m06.6s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,7119.0,,,0.0,,,,,,,,,,1.72,,,0.0,,,,,12.145999999999999,,0,12.626,0.376,0.0,11.669,0.21899999999999997,0.0,,,,12.415999999999999,0.03,0.0,12.094000000000001,0.02,0.0,12.030999999999999,0.04,0.0,,,,11.235999999999999,0.028999999999999998,0.0,10.99,0.024,0.0,10.89,0.026000000000000002,0.0,10.88,0.023,0.0,10.905999999999999,0.02,0.0,11.015,0.155,0.0,9.024,,-1.0,0.9570000000000001,0.435,0.0,0.24600000000000002,0.038,0.0,0.1,0.035,0.0,0.34600000000000003,0.039,0.0,,,2.5194078,,,0,2456812.512,,,0.0,0.181,,,0.0,0.05166669999999999,,,0.0,,,,,0.86,,,0.0,,,,,0.044610000000000004,,,0.0,0.713,,,0.0,7.99,,,0.0,,,,,1.0
69,EPIC 201338508,2MASS J11171284-0152406,EPIC 201338508.02,K2-5 b,169.303497,0.0,11h17m12.84s,-1.8779759999999999,0.0,-01d52m40.7s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,Candidate identifier changed to match previous publication.,0,1,,,,,,,,,4088.0,,,0.0,,,,,,,,,,0.62,,,0.0,,,,,14.364,,0,16.296,0.07,0.0,14.912,0.03,0.0,,,,15.669,0.05,0.0,14.345999999999998,0.02,0.0,13.806,0.05,0.0,,,,12.449000000000002,0.03,0.0,11.758,0.021,0.0,11.595,0.023,0.0,11.495999999999999,0.024,0.0,11.51,0.022000000000000002,0.0,11.024000000000001,0.138,0.0,8.447000000000001,,-1.0,1.3840000000000001,0.076,0.0,0.691,0.037000000000000005,0.0,0.163,0.031,0.0,0.8540000000000001,0.038,0.0,,,5.7348462,,,0,2456814.601,,,0.0,0.126,,,0.0,0.11791669999999999,,,0.0,,,,,0.9,,,0.0,,,,,0.039619999999999995,,,0.0,0.214,,,0.0,2.4,,,0.0,,,,,1.0
70,EPIC 201345483,2MASS J11183189-0146270,EPIC 201345483.01,K2-45 b,169.632874,0.0,11h18m31.89s,-1.77413,0.0,-01d46m26.9s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,4271.0,,,0.0,,,,,,,,,,0.66,,,0.0,,,,,15.319,,0,17.05,0.06,0.0,15.78,0.01,0.0,,,,16.496,0.05,0.0,15.26,0.03,0.0,14.814,0.07,0.0,,,,13.536,0.026000000000000002,0.0,12.92,0.024,0.0,12.755999999999998,0.033,0.0,12.725,0.023,0.0,12.784,0.026000000000000002,0.0,12.389000000000001,0.491,0.0,8.896,,-1.0,1.27,0.061,0.0,0.616,0.035,0.0,0.16399999999999998,0.040999999999999995,0.0,0.78,0.042,0.0,,,1.7292591,,,0,2456811.255,,,0.0,2.37,,,0.0,0.0720833,,,0.0,,,,,0.35,,,0.0,,,,,0.1388,,,0.0,0.981,,,0.0,11.0,,,0.0,,,,,1.0
71,EPIC 201367065,2MASS J11292037-0127173,EPIC 201367065.01,K2-3 b,172.334946,0.0,11h29m20.39s,-1.454787,0.0,-01d27m17.2s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,3927.0,,,0.0,,,,,,,,,,0.58,,,0.0,,,,,11.574000000000002,,0,13.524000000000001,0.06,0.0,12.167,0.01,0.0,,,,12.917,0.03,0.0,11.595999999999998,0.02,0.0,10.999,0.17,0.0,,,,9.421,0.027000000000000003,0.0,8.805,0.044000000000000004,0.0,8.561,0.023,0.0,8.443,0.022000000000000002,0.0,8.424,0.019,0.0,8.322000000000001,0.021,0.0,8.251,0.298,0.0,1.357,0.061,0.0,0.616,0.052000000000000005,0.0,0.244,0.05,0.0,0.86,0.035,0.0,,,10.054374,,,0,2456813.418,,,0.0,0.145,,,0.0,0.10875,,,0.0,,,,,0.42,,,0.0,,,,,0.034960000000000005,,,0.0,0.214,,,0.0,2.4,,,0.0,,,,,1.0
72,EPIC 201367065,2MASS J11292037-0127173,EPIC 201367065.02,K2-3 c,172.334946,0.0,11h29m20.39s,-1.454787,0.0,-01d27m17.2s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,3927.0,,,0.0,,,,,,,,,,0.58,,,0.0,,,,,11.574000000000002,,0,13.524000000000001,0.06,0.0,12.167,0.01,0.0,,,,12.917,0.03,0.0,11.595999999999998,0.02,0.0,10.999,0.17,0.0,,,,9.421,0.027000000000000003,0.0,8.805,0.044000000000000004,0.0,8.561,0.023,0.0,8.443,0.022000000000000002,0.0,8.424,0.019,0.0,8.322000000000001,0.021,0.0,8.251,0.298,0.0,1.357,0.061,0.0,0.616,0.052000000000000005,0.0,0.244,0.05,0.0,0.86,0.035,0.0,,,24.645013,,,0,2456812.28,,,0.0,0.0916,,,0.0,0.15041670000000001,,,0.0,,,,,0.59,,,0.0,,,,,0.02858,,,0.0,0.17,,,0.0,1.9,,,0.0,,,,,1.0
73,EPIC 201367065,2MASS J11292037-0127173,EPIC 201367065.03,K2-3 d,172.334946,0.0,11h29m20.39s,-1.454787,0.0,-01d27m17.2s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,3927.0,,,0.0,,,,,,,,,,0.58,,,0.0,,,,,11.574000000000002,,0,13.524000000000001,0.06,0.0,12.167,0.01,0.0,,,,12.917,0.03,0.0,11.595999999999998,0.02,0.0,10.999,0.17,0.0,,,,9.421,0.027000000000000003,0.0,8.805,0.044000000000000004,0.0,8.561,0.023,0.0,8.443,0.022000000000000002,0.0,8.424,0.019,0.0,8.322000000000001,0.021,0.0,8.251,0.298,0.0,1.357,0.061,0.0,0.616,0.052000000000000005,0.0,0.244,0.05,0.0,0.86,0.035,0.0,,,44.56115,,,0,2456826.227,,,0.0,0.0731,,,0.0,0.1683333,,,0.0,,,,,0.46,,,0.0,,,,,0.02497,,,0.0,0.152,,,0.0,1.7,,,0.0,,,,,1.0
74,EPIC 201384232,2MASS J11524614-0111545,EPIC 201384232.01,K2-6 b,178.192261,0.0,11h52m46.14s,-1.198477,0.0,-01d11m54.5s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,5710.0,,,0.0,,,,,,,,,,0.96,,,0.0,,,,,12.51,,0,13.302,0.05,0.0,12.654000000000002,0.04,0.0,,,,12.908,0.05,0.0,12.48,0.06,0.0,12.34,0.07,0.0,,,,11.44,0.024,0.0,11.09,0.021,0.0,11.069,0.02,0.0,11.017000000000001,0.024,0.0,11.058,0.021,0.0,11.085,0.134,0.0,8.251,,-1.0,0.648,0.064,0.0,0.35,0.032,0.0,0.021,0.028999999999999998,0.0,0.371,0.031,0.0,,,30.944648,,,0,2456827.497,,,0.0,0.0845,,,0.0,0.2195833,,,0.0,,,,,0.11,,,0.0,,,,,0.02632,,,0.0,0.273,,,0.0,3.06,,,0.0,,,,,1.0
75,EPIC 201403446,2MASS J11370392-0054262,EPIC 201403446.01,K2-46 b,174.26634199999998,0.0,11h37m03.92s,-0.9072610000000001,0.0,-00d54m26.1s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,6234.0,,,0.0,,,,,,,,,,1.32,,,0.0,,,,,11.995,,0,12.485,0.02,0.0,12.029000000000002,0.02,0.0,,,,12.162,0.01,0.0,11.94,0.05,0.0,11.855,0.04,0.0,,,,11.046,0.026000000000000002,0.0,10.761,0.021,0.0,10.780999999999999,0.024,0.0,10.693,0.024,0.0,10.732999999999999,0.021,0.0,10.494000000000002,0.083,0.0,8.363999999999999,0.309,0.0,0.456,0.027999999999999997,0.0,0.285,0.033,0.0,-0.02,0.032,0.0,0.265,0.035,0.0,,,19.153765,,,0,2456815.337,,,0.0,0.034,,,0.0,0.28291669999999997,,,0.0,,,,,0.13,,,0.0,,,,,0.016919999999999998,,,0.0,0.23600000000000002,,,0.0,2.65,,,0.0,,,,,1.0
76,EPIC 201441872,2MASS J11342409-0020047,EPIC 201441872.01,,173.600418,0.0,11h34m24.10s,-0.33458499999999997,0.0,-00d20m04.5s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,5547.0,,,0.0,,,,,,,,,,0.9,,,0.0,,,,,12.088,,0,,,,,,,,,,,,,,,,,,,,,,10.89,0.053,0.0,10.595,0.055999999999999994,0.0,10.484000000000002,0.052000000000000005,0.0,9.796,0.022000000000000002,0.0,9.841000000000001,0.02,0.0,9.82,0.054000000000000006,0.0,8.68,,-1.0,,,,0.295,0.077,0.0,0.111,0.076,0.0,0.406,0.07400000000000001,0.0,,,4.4416421,,,0,2456812.872,,,0.0,0.0143,,,0.0,0.1141667,,,0.0,,,,,0.25,,,0.0,,,,,0.01089,,,0.0,0.10400000000000001,,,0.0,1.17,,,0.0,,,,,1.0
77,EPIC 201445392,2MASS J11191047-0017036,EPIC 201445392.01,K2-8 b,169.793671,0.0,11h19m10.48s,-0.284375,0.0,-00d17m03.8s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,4797.0,,,0.0,,,,,,,,,,0.73,,,0.0,,,,,14.384,,0,15.725999999999999,0.02,0.0,14.609000000000002,0.03,0.0,,,,15.210999999999999,0.04,0.0,14.29,0.02,0.0,14.029000000000002,0.07,0.0,,,,12.829,0.026000000000000002,0.0,12.318,0.03,0.0,12.245,0.03,0.0,12.159,0.022000000000000002,0.0,12.215,0.024,0.0,11.78,,-1.0,8.796,,-1.0,1.117,0.036000000000000004,0.0,0.511,0.04,0.0,0.073,0.042,0.0,0.584,0.04,0.0,,,10.353263,,,0,2456813.61,,,0.0,0.15,,,0.0,0.1004167,,,0.0,,,,,0.58,,,0.0,,,,,0.03636,,,0.0,0.276,,,0.0,3.09,,,0.0,,,,,1.0
78,EPIC 201445392,2MASS J11191047-0017036,EPIC 201445392.02,K2-8 c,169.793671,0.0,11h19m10.48s,-0.284375,0.0,-00d17m03.8s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,4797.0,,,0.0,,,,,,,,,,0.73,,,0.0,,,,,14.384,,0,15.725999999999999,0.02,0.0,14.609000000000002,0.03,0.0,,,,15.210999999999999,0.04,0.0,14.29,0.02,0.0,14.029000000000002,0.07,0.0,,,,12.829,0.026000000000000002,0.0,12.318,0.03,0.0,12.245,0.03,0.0,12.159,0.022000000000000002,0.0,12.215,0.024,0.0,11.78,,-1.0,8.796,,-1.0,1.117,0.036000000000000004,0.0,0.511,0.04,0.0,0.073,0.042,0.0,0.584,0.04,0.0,,,5.0639064,,,0,2456813.071,,,0.0,0.0953,,,0.0,0.07541669999999999,,,0.0,,,,,0.58,,,0.0,,,,,0.029089999999999998,,,0.0,0.21899999999999997,,,0.0,2.46,,,0.0,,,,,1.0
79,EPIC 201460826,2MASS J11274407-0003462,EPIC 201460826.01,K2-164 b,171.93367,0.0,11h27m44.08s,-0.06284,0.0,-00d03m46.2s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,5894.0,,,0.0,,,,,,,,,,1.06,,,0.0,,,,,11.13,,0,11.802,0.02,0.0,11.235,0.02,0.0,,,,11.445,0.01,0.0,11.072000000000001,0.03,0.0,10.995,0.07,0.0,,,,10.152999999999999,0.024,0.0,9.865,0.024,0.0,9.775,0.019,0.0,9.748,0.022000000000000002,0.0,9.797,0.02,0.0,9.798,0.052000000000000005,0.0,8.771,0.484,0.0,0.5670000000000001,0.027999999999999997,0.0,0.28800000000000003,0.034,0.0,0.09,0.031,0.0,0.37799999999999995,0.031,0.0,,,17.355681,,,0,2456816.737,,,0.0,0.0243,,,0.0,0.3391667,,,0.0,,,,,0.14,,,0.0,,,,,0.014180000000000002,,,0.0,0.161,,,0.0,1.81,,,0.0,,,,,1.0
80,EPIC 201465501,2MASS J11450348+0000190,EPIC 201465501.01,K2-9 b,176.264465,0.0,11h45m03.47s,0.005301,0.0,+00d00m19.1s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,3765.0,,,0.0,,,,,,,,,,0.52,,,0.0,,,,,14.957,,0,,,,,,,,,,,,,,,,,,,,,,12.450999999999999,0.024,0.0,11.71,0.021,0.0,11.495,0.023,0.0,,,,,,,,,,,,,,,,0.741,0.032,0.0,0.215,0.031,0.0,0.956,0.033,0.0,,,18.448653,,,0,2456822.671,,,0.0,0.345,,,0.0,0.10375,,,0.0,,,,,0.68,,,0.0,,,,,0.056920000000000005,,,0.0,0.297,,,0.0,3.33,,,0.0,,,,,1.0
81,EPIC 201497682,2MASS J11154478+0029171,EPIC 201497682.01,,168.936646,0.0,11h15m44.79s,0.48811400000000005,0.0,+00d29m17.2s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,1,,,,,,,,,4535.0,,,0.0,,,,,,,,,,0.7,,,0.0,,,,,13.74,,0,15.062000000000001,0.13,0.0,14.102,0.06,0.0,,,,14.628,0.03,0.0,13.713,0.1,0.0,13.359000000000002,0.05,0.0,,,,12.085999999999999,0.023,0.0,11.54,0.022000000000000002,0.0,11.437999999999999,0.026000000000000002,0.0,11.376,0.022000000000000002,0.0,11.449000000000002,0.021,0.0,11.354000000000001,0.193,0.0,8.878,,-1.0,0.96,0.14300000000000002,0.0,0.546,0.032,0.0,0.102,0.034,0.0,0.648,0.035,0.0,,,13.837814,,,0,2456820.957,,,0.0,0.0663,,,0.0,0.1183333,,,0.0,,,,,0.35,,,0.0,,,,,0.02306,,,0.0,0.175,,,0.0,1.96,,,0.0,,,,,1.0
82,EPIC 201497682,2MASS J11154478+0029171,EPIC 201497682.02,,168.936646,0.0,11h15m44.79s,0.48811400000000005,0.0,+00d29m17.2s,CANDIDATE,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,1,,,,,,,,,4535.0,,,0.0,,,,,,,,,,0.7,,,0.0,,,,,13.74,,0,15.062000000000001,0.13,0.0,14.102,0.06,0.0,,,,14.628,0.03,0.0,13.713,0.1,0.0,13.359000000000002,0.05,0.0,,,,12.085999999999999,0.023,0.0,11.54,0.022000000000000002,0.0,11.437999999999999,0.026000000000000002,0.0,11.376,0.022000000000000002,0.0,11.449000000000002,0.021,0.0,11.354000000000001,0.193,0.0,8.878,,-1.0,0.96,0.14300000000000002,0.0,0.546,0.032,0.0,0.102,0.034,0.0,0.648,0.035,0.0,,,7.7991586,,,0,2456814.271,,,0.0,0.0423,,,0.0,0.1225,,,0.0,,,,,0.31,,,0.0,,,,,0.01829,,,0.0,0.14,,,0.0,1.57,,,0.0,,,,,1.0
83,EPIC 201505350,2MASS J11395048+0036129,EPIC 201505350.02,K2-19 b,174.96031200000002,0.0,11h39m50.47s,0.603575,0.0,+00d36m12.9s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,Candidate identifier changed to match previous publication.,0,1,,,,,,,,,5368.0,,,0.0,,,,,,,,,,0.84,,,0.0,,,,,12.806,,0,13.798,0.02,0.0,13.002,0.01,0.0,,,,13.363,0.02,0.0,12.764000000000001,0.04,0.0,12.567,0.02,0.0,,,,11.595999999999998,0.024,0.0,11.208,0.021,0.0,11.161,0.026000000000000002,0.0,11.105,0.023,0.0,11.152000000000001,0.021,0.0,10.922,0.11800000000000001,0.0,8.978,,-1.0,0.7959999999999999,0.022000000000000002,0.0,0.38799999999999996,0.032,0.0,0.047,0.033,0.0,0.435,0.035,0.0,,,7.9194979,,,0,2456813.383,,,0.0,0.665,,,0.0,0.1379167,,,0.0,,,,,0.44,,,0.0,,,,,0.07517,,,0.0,0.6659999999999999,,,0.0,7.46,,,0.0,,,,,1.0
84,EPIC 201505350,2MASS J11395048+0036129,EPIC 201505350.01,K2-19 c,174.96031200000002,0.0,11h39m50.47s,0.603575,0.0,+00d36m12.9s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,Candidate identifier changed to match previous publication.,0,1,,,,,,,,,5368.0,,,0.0,,,,,,,,,,0.84,,,0.0,,,,,12.806,,0,13.798,0.02,0.0,13.002,0.01,0.0,,,,13.363,0.02,0.0,12.764000000000001,0.04,0.0,12.567,0.02,0.0,,,,11.595999999999998,0.024,0.0,11.208,0.021,0.0,11.161,0.026000000000000002,0.0,11.105,0.023,0.0,11.152000000000001,0.021,0.0,10.922,0.11800000000000001,0.0,8.978,,-1.0,0.7959999999999999,0.022000000000000002,0.0,0.38799999999999996,0.032,0.0,0.047,0.033,0.0,0.435,0.035,0.0,,,11.90767,,,0,2456817.275,,,0.0,0.234,,,0.0,0.16166670000000002,,,0.0,,,,,0.65,,,0.0,,,,,0.0465,,,0.0,0.395,,,0.0,4.43,,,0.0,,,,,1.0
85,EPIC 201505350,2MASS J11395048+0036129,EPIC 201505350.03,K2-19 d,174.96031200000002,0.0,11h39m50.47s,0.603575,0.0,+00d36m12.9s,CONFIRMED,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,1,,,,,,,,,5368.0,,,0.0,,,,,,,,,,0.84,,,0.0,,,,,12.806,,0,13.798,0.02,0.0,13.002,0.01,0.0,,,,13.363,0.02,0.0,12.764000000000001,0.04,0.0,12.567,0.02,0.0,,,,11.595999999999998,0.024,0.0,11.208,0.021,0.0,11.161,0.026000000000000002,0.0,11.105,0.023,0.0,11.152000000000001,0.021,0.0,10.922,0.11800000000000001,0.0,8.978,,-1.0,0.7959999999999999,0.022000000000000002,0.0,0.38799999999999996,0.032,0.0,0.047,0.033,0.0,0.435,0.035,0.0,,,2.5084894,,,0,2456811.428,,,0.0,0.019,,,0.0,0.08666669999999999,,,0.0,,,,,0.61,,,0.0,,,,,0.01312,,,0.0,0.11199999999999999,,,0.0,1.26,,,0.0,,,,,1.0
